There was once a farmer and his wife.[anki:play:q:0]	Existia/Havia/Tinha uma vez (era uma vez) um fazendeiro e sua esposa.
I will endeavour to explain.[anki:play:q:0]	endeavour verb UK formal (US endeavor) UK /ɪnˈdev·ər/ US /ənˈdev·ər/ to try to do something tentar
Stop looking down my dress, you perv.[anki:play:q:0]	pervertido pervertida
What are the prospects for overcoming the strife between the Christian minority and Muslim majority ?[anki:play:q:0]	strife noun [ no plural ] formal UK /straɪf/ US violent or angry disagreement conflito
20 years of civil strife have left the country’s economy in ruins.[anki:play:q:0]	strife noun [ no plural ] formal UK /straɪf/ US violent or angry disagreement conflito
The number of students in the school has dwindled to 200.[anki:play:q:0]	dwindle verb UK /ˈdwɪn·dl/ US /ˈdwɪn·dəl/ to become smaller or less ir desaparecendo, ir diminuindo
Our savings slowly dwindled away.[anki:play:q:0]	dwindle verb UK /ˈdwɪn·dl/ US /ˈdwɪn·dəl/ to become smaller or less ir desaparecendo, ir diminuindo
dwindling supplies of oil[anki:play:q:0]	dwindle verb UK /ˈdwɪn·dl/ US /ˈdwɪn·dəl/ to become smaller or less ir desaparecendo, ir diminuindo
a keen photographer[anki:play:q:0]	keen adjective UK /kiːn/ US /kiːn/ B1 UK liking something very much entusiasmado, aficionado, apaixonado mainly UK wanting to do something very much estusiasmado very good aguçado, agudo
He’s very keen on travel.[anki:play:q:0]	keen adjective UK /kiːn/ US /kiːn/ B1 UK liking something very much entusiasmado, aficionado, apaixonado
The shop is keen to attract new customers.[anki:play:q:0]	keen adjective UK /kiːn/ US /kiːn/ B1 UK liking something very much entusiasmado, aficionado, apaixonado mainly UKwanting to do something very muchestusiasmadovery goodaguçado, agudo
a keen sense of smell[anki:play:q:0]	keen adjective UK /kiːn/ US /kiːn/ B1 UK liking something very much entusiasmado, aficionado, apaixonado mainly UK wanting to do something very much estusiasmado very good aguçado, agudo
He’s a nice young lad.[anki:play:q:0]	lad noun informal UK /læd/ US /læd/ a boy or young man rapaz
at a snail’s pace[anki:play:q:0]	snail noun UK /sneɪl/ US /sneɪl/ a small creature with a long, soft body and a round shell caracol very slowly em ritmo de tartaruga
There was so much traffic that we were travelling at a snail’s pace.[anki:play:q:0]	snail noun UK /sneɪl/ US /sneɪl/ a small creature with a long, soft body and a round shell caracol very slowly em ritmo de tartaruga
A rock has fallen here in the outskirts of Tijuana.[anki:play:q:0]	the outskirts noun [ plural ] UK /ˈaʊt·skɜːts/ US /ˈɑʊtˌskɜrts/ the outer area of a city or town a periferia
Nothing's more important than sportsmanship.[anki:play:q:0]	desportivismo espírito esportivo espírito desportivo desportismo esportividade desportividade
husband and bride slept apart.[anki:play:q:0]	bride noun UK /braɪd/ US /brɑɪd/ B1 a woman who is getting married or has just been married noiva(no dia do casamento)
My wife is a nurse and midwife.[anki:play:q:0]	midwife noun UK /ˈmɪd·waɪf/ US /ˈmɪdˌwɑɪf/ plural midwives /ˈmɪd·waɪvz/ /ˈmɪdˌwɑɪvz/ a nurse who has had special training to help women give birth parteira
A parcel cigarettes costs today roughly 2 Euros.[anki:play:q:0]	parcel noun mainly UK UK /ˈpɑː·səl/ US /ˈpɑr·səl/ (US usually package) B1 something that is covered in paper so that it can be sent by post pacote
the weather forecast[anki:play:q:0]	forecast noun UK /ˈfɔː·kɑːst/ US /ˈfɔrˌkæst/ B1 something that says what will happen in the future prognóstico, previsão forecast verb UK /ˈfɔː·kɑːst/ US /ˈfɔrˌkæst/ past tense and past participle forecast to say what will happen in the future prognosticar, prever forecaster noun UK /ˈfɔː·kɑː·stər/ US /ˈfɔrˌkæs·tər/ aquele que prevê, meteorologista
They forecast more snow for this area.[anki:play:q:0]	forecast verb UK /ˈfɔː·kɑːst/ US /ˈfɔrˌkæst/ past tense and past participle forecast to say what will happen in the future prognosticar, prever
a weather forecaster[anki:play:q:0]	forecast noun UK /ˈfɔː·kɑːst/ US /ˈfɔrˌkæst/ B1 something that says what will happen in the future prognóstico, previsão forecast verb UK /ˈfɔː·kɑːst/ US /ˈfɔrˌkæst/ past tense and past participle forecast to say what will happen in the future prognosticar, prever forecaster noun UK /ˈfɔː·kɑː·stər/ US /ˈfɔrˌkæs·tər/ aquele que prevê, meteorologista
He was too shy to say anything to her[anki:play:q:0]	shy adjective UK /ʃaɪ/ US /ʃɑɪ/ B1 not confident, especially about meeting new people tímido shyly adverb UK /ʃaɪ·li/ US /ʃɑɪ·li/ timidamente shyness noun [ no plural ] UK /ʃaɪ·nəs/ US /ʃɑɪ·nəs/ timidez
She smiled shyly.[anki:play:q:0]	shy adjective UK /ʃaɪ/ US /ʃɑɪ/ B1 not confident, especially about meeting new people tímido shyly adverb UK /ʃaɪ·li/ US /ʃɑɪ·li/ timidamente shyness noun [ no plural ] UK /ʃaɪ·nəs/ US /ʃɑɪ·nəs/ timidez
‘Cheers, see you next week[anki:play:q:0]	cheers! exclamation UK /tʃɪəz/ US /tʃɪərz/ B1 something friendly that you say before you start to drink alcohol with someone saúde! B1 UK informal used to mean ‘goodbye’ tchau! UK informal used to mean ‘thank you’ obrigado!
‘I’ve bought you a drink.’ ‘Cheers, mate.’[anki:play:q:0]	cheers! exclamation UK /tʃɪəz/ US /tʃɪərz/ B1 something friendly that you say before you start to drink alcohol with someone saúde! B1 UK informal used to mean ‘goodbye’ tchau! UK informal used to mean ‘thank you’ obrigado!
John started to go bald at an early age.[anki:play:q:0]	bald adjective UK /bɔːld/ US /bɔld/ B1 with little or no hair calvo, careca
An argument broke out and in the ensuing fight, a gun went off.[anki:play:q:0]	ensuing adjective UK /ɪnˈsjuː.ɪŋ/ US /ɪnˈsuː.ɪŋ/ happening after something and because of it subsequente
He lost his job and in the ensuing months became more and more depressed.[anki:play:q:0]	ensuing adjective UK /ɪnˈsjuː.ɪŋ/ US /ɪnˈsuː.ɪŋ/ happening after something and because of it subsequente
a drunken brawl in a bar[anki:play:q:0]	brawl noun UK /brɔːl/ US /brɔl/ a noisy fight, usually in public briga brawl verb UK /brɔːl/ US /brɔl/ to fight noisily in public brigar, discutir
You're a wanker, James.[anki:play:q:0]	wanker noun UK offensive UK /ˈwæŋ.kər/ US /ˈwæŋ.kɚ/ a very stupid or unpleasant person, usually a man canalha, idiota a person who masturbates masturbador
I'm getting wanker's claw.[anki:play:q:0]	wanker noun UK offensive UK /ˈwæŋ.kər/ US /ˈwæŋ.kɚ/ a very stupid or unpleasant person, usually a man canalha, idiota a person who masturbates masturbador
It's a hangover, I'll survive.[anki:play:q:0]	hangover noun UK /ˈhæŋ·əʊ·vər/ US /ˈhæŋˌoʊ·vər/ If you have a hangover, you feel sick because you drank too much alcohol the day before. ressaca
Along the way, we spot stork nests.[anki:play:q:0]	stork noun UK /stɔːk/ US /stɔrk/ a large, white bird with very long legs that walks around in water to find its food cegonha
Tears ran down his cheeks.[anki:play:q:0]	cheek noun UK /tʃiːk/ US /tʃik/ B1 one of the two soft parts of your face below your eyes bochecha [ no plural ] mainly UK rude behaviour that shows you do not respect someone atrevimento, cara de pau
She had the cheek to ask me to pay for her![anki:play:q:0]	cheek noun UK /tʃiːk/ US /tʃik/ B1 one of the two soft parts of your face below your eyes bochecha [ no plural ] mainly UK rude behaviour that shows you do not respect someone atrevimento, cara de pau
The Titanic sank after hitting an iceberg.[anki:play:q:0]	sink verb UK /sɪŋk/ US /sɪŋk/ past tense sank | past participle sunk B1 to go down or make something go down under the surface of water and not come back up afundar, soçobrar B1 to go down, or make something go down, into something soft cair com toda a força, afundar sink noun UK /sɪŋk/ US /sɪŋk/ A2 a bowl that is fixed to the wall in a kitchen or bathroom that you wash dishes, your hands, etc. in pia
My feet keep sinking into the sand.[anki:play:q:0]	sink verb UK /sɪŋk/ US /sɪŋk/ B1 to go down, or make something go down, into something soft cair com toda a força, afundar
I’m still pleased with the house despite all the problems we’ve had.[anki:play:q:0]	despite preposition UK /dɪˈspaɪt/ US /dɪˈspɑɪt/ B1 although something happened or is true apesar de
The company has been forced to reduce its price, despite the fact that the offer has been very popular.[anki:play:q:0]	despite preposition UK /dɪˈspaɪt/ US /dɪˈspɑɪt/ B1 although something happened or is true apesar de
We started to walk at a much faster pace.[anki:play:q:0]	pace noun [ no plural ] UK /peɪs/ US /peɪs/ the speed at which someone walks or runs ritmo, passo
Take two paces forward/back.[anki:play:q:0]	pace noun [ no plural ] UK /peɪs/ US /peɪs/ the speed at which someone walks or runs ritmo, passo a single step passo pace verb UK /peɪs/ US /peɪs/ present participle pacing | past tense and past participle paced to walk around because you are worried about something andar compassadamente
The runner collapsed just a few paces from the finish.[anki:play:q:0]	pace noun [ no plural ] UK /peɪs/ US /peɪs/ the speed at which someone walks or runs ritmo, passo a single step passo pace verb UK /peɪs/ US /peɪs/ present participle pacing | past tense and past participle paced to walk around because you are worried about something andar compassadamente
She was pacing up and down, waiting for the phone to ring.[anki:play:q:0]	pace noun [ no plural ] UK /peɪs/ US /peɪs/ the speed at which someone walks or runs ritmo, passo a single step passo pace verb UK /peɪs/ US /peɪs/ present participle pacing | past tense and past participle paced to walk around because you are worried about something andar compassadamente
The nail tore a hole in my skirt.[anki:play:q:0]	tore UK /tɔːr/ US /tɔr/ past tense of tear passado de “tear” tear verb UK /teər/ US /teər/ present participle tearing | past tense tore | past participle torn B1 to pull paper, cloth, etc. into pieces, or to make a hole in it by accident rasgar be torn between something and something to be unable to decide between two choices estar dividido entre isso e aquilo
I’m torn between the apple pie and the chocolate biscuit[anki:play:q:0]	tear verb UK /teər/ US /teər/ present participle tearing | past tense tore | past participle torn be torn between something and something to be unable to decide between two choices estar dividido entre isso e aquilo
I was in tears by the end of the movie.[anki:play:q:0]	tear noun UK /tɪər/ US /tɪər/ B1 a drop of water that comes from your eye when you cry lágrima
She burst into tears when she heard the news[anki:play:q:0]	tear noun UK /teər/ US /teər/ a hole in a piece of cloth, paper, etc. where it has been torn rasgo, descosturado tear noun UK /tɪər/ US /tɪər/ B1 a drop of water that comes from your eye when you cry lágrima tear verb UK /teər/ US /teər/ present participle tearing | past tense tore | past participle torn B1 to pull paper, cloth, etc. into pieces, or to make a hole in it by accident rasgar be torn between something and something to be unable to decide between two choices estar dividido entre isso e aquilo
Her groom was not very smart.[anki:play:q:0]	groom noun UK /ɡruːm/ US /ɡrum/ (also bridegroom) B1 a man who is getting married noivo ( no dia)
When did they get engaged?[anki:play:q:0]	engaged adjective UK /ɪnˈɡeɪdʒd/ US /ɪnˈɡeɪdʒd/ B1 If two people are engaged, they have agreed to marry each other. comprometido B1 UK If a phone line or a toilet is engaged, it is already being used. ocupado
He must be punished – it’s a matter of principle.[anki:play:q:0]	principle noun UK /ˈprɪn·sɪ·pl/ US /ˈprɪn·sə·pəl/ a belief about how you should behave princípio on principleIf you refuse to do something on principle, you refuse to do it because you think it is wrong.por princípio
She doesn’t wear fur on principle.[anki:play:q:0]	principle noun UK /ˈprɪn·sɪ·pl/ US /ˈprɪn·sə·pəl/ a belief about how you should behave princípio on principle If you refuse to do something on principle, you refuse to do it because you think it is wrong. por princípio
Her principal reason for moving is to be nearer to her mother.[anki:play:q:0]	principal adjective UK /ˈprɪn·sɪ·pəl/ US /ˈprɪn·sə·pəl/ B1 main, or most important principal, mais importante principally adverb UK /ˈprɪn·sɪ·pəl·i/ /ˈprɪn·sə·pə·li/ principalmente principal noun UK /ˈprɪn·sɪ·pəl/ US /ˈprɪn·sə·pəl/ the person in charge of a school or college diretor, -ora, reitor, -ora
The magazine is aimed principally at women.[anki:play:q:0]	principal adjective UK /ˈprɪn·sɪ·pəl/ US /ˈprɪn·sə·pəl/ B1 main, or most important principal, mais importante principally adverb UK /ˈprɪn·sɪ·pəl·i/ /ˈprɪn·sə·pə·li/ principalmente principal noun UK /ˈprɪn·sɪ·pəl/ US /ˈprɪn·sə·pəl/ the person in charge of a school or college diretor, -ora, reitor, -ora
Probably started as a shoplifter like you.[anki:play:q:0]	shoplifter noun UK /ˈʃɒpˌlɪf·tər/ US /ˈʃɑpˌlɪf·tər/ a person who takes things from a shop without paying for them ladrão de loja
You can't separate an egg from a yolk.[anki:play:q:0]	yolk noun UK /jəʊk/ US /joʊk/ the round, yellow part in the middle of an egg gema
Next time, bring the stool.[anki:play:q:0]	stool noun UK /stuːl/ US /stul/ a seat that does not have a back or arms banco
a park bench[anki:play:q:0]	bench noun UK /benʃ/ US /bentʃ/ a long seat for two or more people, often made of wood banco
All right, we can go along the gully.[anki:play:q:0]	gully noun (also gulley) UK /ˈɡʌl.i/ US (US also gulch) a narrow valley or channel with steep sides, made by a fast-flowing stream barranco an artificial channel that is used to get rid of water that is not wanted sarjeta
The animal got a thorn in its hoof.[anki:play:q:0]	hoof noun UK /huːf/ US /hʊf/ plural hoofs | hooves /huːvz/ /hʊvz/ the hard part on the foot of a horse and some other large animals casco, pata (de cavalo)
I dropped a pan of boiling water and scalded my leg.[anki:play:q:0]	scald verb UK /skɔːld/ US /skɑːld/ to burn the skin with boiling liquid or steam escaldar to put something in boiling water or steam in order to make it completely clean escaldar FOOD & DRINK specialized to heat a liquid until it almost boils escaldar
Scald the needles to sterilize them.[anki:play:q:0]	scald verb UK /skɔːld/ US /skɑːld/ to burn the skin with boiling liquid or steam escaldar to put something in boiling water or steam in order to make it completely clean escaldar FOOD & DRINK specialized to heat a liquid until it almost boils escaldar
Scald the milk and then add it to the egg and sugar mixture.[anki:play:q:0]	scald verb UK /skɔːld/ US /skɑːld/ to burn the skin with boiling liquid or steam escaldar to put something in boiling water or steam in order to make it completely clean escaldar FOOD & DRINK specialized to heat a liquid until it almost boils escaldar
dog turds on the pavement[anki:play:q:0]	turd noun offensive UK /tɜːd/ US /tɝːd/ a piece of solid waste troço a rude word for someone who you think is unpleasant canalha OBS: coco
I’m not doing business with that little turd.[anki:play:q:0]	turd noun offensive UK /tɜːd/ US /tɝːd/ a piece of solid waste troço a rude word for someone who you think is unpleasant canalha
No sinner can achieve this ideal.[anki:play:q:0]	sinner noun UK /ˈsɪn·ər/ US /ˈsɪn·ər/ someone who does something against the rules of a religion pecador, -ora
a camel’s hump[anki:play:q:0]	hump noun UK /hʌmp/ US /hʌmp/ a round, hard part on an animal’s or a person’s back corcunda, corcova
She has a huge arse.[anki:play:q:0]	arse noun UK offensive UK /ɑːs/ US /ɑːrs/ (US ass) the part of your body that you sit on bunda a stupid person idiota, estúpido, -a
As a medical examiner I can vouch that his death was accidental.[anki:play:q:0]	vouch verb UK /vaʊtʃ/ US to be able from your knowledge or experience to say that something is true atestar, confirmar
Trupin is thought to be in the Caribbean, although his exact whereabouts are a mystery.[anki:play:q:0]	whereabouts noun [ no plural ] UK /ˈweə.rə.baʊts/ US /ˈwer.ə-/ the place where a person or thing is paradeiro, localização
Whereabouts in Madrid do you live?[anki:play:q:0]	whereabouts noun [ no plural ] UK /ˈweə.rə.baʊts/ US /ˈwer.ə-/ the place where a person or thing is paradeiro whereabouts adverb UK /ˌweə.rəˈbaʊts/ US /ˌwer.ə-/ in what part or area em que parte, onde
Whereabouts is your office, then?[anki:play:q:0]	whereabouts noun [ no plural ] UK /ˈweə.rə.baʊts/ US /ˈwer.ə-/ the place where a person or thing is paradeiro whereabouts adverb UK /ˌweə.rəˈbaʊts/ US /ˌwer.ə-/ in what part or area em que parte, onde
You still owe me money.[anki:play:q:0]	owe verb UK /əʊ/ US /oʊ/ present participle owing | past tense and past participle owed B1 to have to pay money back to someone who gave you money in the past dever owe someone an apology, an explanation, etc. to have to give something to someone because they deserve it dever a alguém uma desculpa, uma explicação, etc.
He owes about $5,000 to the bank.[anki:play:q:0]	owe verb UK /əʊ/ US /oʊ/ present participle owing | past tense and past participle owed B1 to have to pay money back to someone who gave you money in the past dever owe someone an apology, an explanation, etc. to have to give something to someone because they deserve it dever a alguém uma desculpa, uma explicação, etc.
I think I owe you an apology.[anki:play:q:0]	owe verb UK /əʊ/ US /oʊ/ present participle owing | past tense and past participle owed B1 to have to pay money back to someone who gave you money in the past dever owe someone an apology, an explanation, etc. to have to give something to someone because they deserve it dever a alguém uma desculpa, uma explicação, etc.
I didn’t know whether or not to go.[anki:play:q:0]	whether conjunction UK /ˈweð·ər/ US /ˈhweð·ər/ B1 used to talk about a choice between two or more possibilities se B1 if se
I wasn’t sure whether you’d like it.[anki:play:q:0]	whether conjunction UK /ˈweð·ər/ US /ˈhweð·ər/ B1 used to talk about a choice between two or more possibilities se B1 if se
He cannot be tamed. [anki:play:q:0]	tame adjective UK /teɪm/ US /teɪm/ If an animal is tame, it is not wild and not frightened of people. domesticado, domado tame verb UK /teɪm/ US /teɪm/ present participle taming | past tense and past participle tamed to make a wild animal tame domesticar, domar
Those who attempted to convert the heathen were put to death.[anki:play:q:0]	heathen adjective old-fashioned disapproving offensive UK /ˈhiː.ðən/ US (of people or their way of life, activities, and ideas) having no religion, or belonging to a religion that is not Christianity, Judaism, or Islam pagão heathen noun UK /ˈhiː.ðən/ US old use disapproving offensive a person who has no religion, or who belongs to a religion that is not Christianity, Judaism, or Islam pagão, pagã the heathen old-fashioned heathen people os pagãos
Sacrifice and penance are what separate us from the heathen.[anki:play:q:0]	heathen adjective old-fashioned disapproving offensive UK /ˈhiː.ðən/ US (of people or their way of life, activities, and ideas) having no religion, or belonging to a religion that is not Christianity, Judaism, or Islam pagão heathen noun UK /ˈhiː.ðən/ US old use disapproving offensive a person who has no religion, or who belongs to a religion that is not Christianity, Judaism, or Islam pagão, pagã the heathen old-fashioned heathen people os pagãos
chicken broth[anki:play:q:0]	broth noun [ no plural ] UK /brɒθ/ US /brɑːθ/ a thin soup, often with vegetables or rice in it caldo
Feed the gruel to your father[anki:play:q:0]	gruel noun [ U ] UK /ˈɡruː.əl/ US /ˈɡruː.əl/ a cheap simple food made, especially in the past, by boiling oats with water or milk mingau, papa, sopa de aveia OBS: sinonimo -> porridge
You should know that Mildrith is a joy to plough.[anki:play:q:0]	plough noun UK (US plow) UK /plaʊ/ a large tool used by farmers to turn over the soil before planting crops arado plough verb UK (US plow) UK /plaʊ/ US /plaʊ/ to turn over soil with a plough arar OBS: to plough is to have sex very, very, very hard.
Being unemployed entitles you to free medical treatment.[anki:play:q:0]	entitle verb UK /ɪnˈtaɪ·tl/ US /ɪnˈtɑɪ·t̬əl/ present participle entitling | past tense and past participle entitled to give someone the right to do or have something dar direito a be entitled to do something to have the right to do something ter direito de fazer algo
Children are not entitled to vote.[anki:play:q:0]	entitle verb UK /ɪnˈtaɪ·tl/ US /ɪnˈtɑɪ·t̬əl/ present participle entitling | past tense and past participle entitled to give someone the right to do or have something dar direito a be entitled to do something to have the right to do something ter direito de fazer algo
to yield a profit[anki:play:q:0]	yield verb UK /jiːld/ US /jild/ to make or provide something dar, render, fornecer yield to something to be forced to do something ceder a algo yield noun UK /jiːld/ US /jild/ the amount of something that is produced produção
He refused to yield to their demands.[anki:play:q:0]	yield verb UK /jiːld/ US /jild/ to make or provide something dar, render, fornecer yield to something to be forced to do something ceder a algo yield noun UK /jiːld/ US /jild/ the amount of something that is produced produção
She suffers from depression.[anki:play:q:0]	suffer verb UK /ˈsʌf·ər/ US /ˈsʌf·ər/ suffer from something B1 to have an illness sofrer de algo to feel pain or sadness and worry sofrer to experience something bad sofrer
I can’t bear to see animals suffering.[anki:play:q:0]	suffer verb UK /ˈsʌf·ər/ US /ˈsʌf·ər/ suffer from something B1 to have an illness sofrer de algo to feel pain or sadness and worry sofrer to experience something bad sofrer
Many people in this country have suffered discrimination[anki:play:q:0]	suffer verb UK /ˈsʌf·ər/ US /ˈsʌf·ər/ suffer from something B1 to have an illness sofrer de algo to feel pain or sadness and worry sofrer to experience something bad sofrer
I can’t bear her[anki:play:q:0]	bear verb UK /beər/ US /beər/ present participle bearing | past tense bore | past participle borne to accept someone or something bad suportar, aguentar, tolerar to support something aguentar, resistir formal to give birth to young dar à luz bear noun UK /beər/ US /beər/ A2 a large, strong wild animal with thick fur urso
The pain was too much to bear.[anki:play:q:0]	bear verb UK /beər/ US /beər/ present participle bearing | past tense bore | past participle borne to accept someone or something bad suportar, aguentar, tolerar to support something aguentar, resistir formal to give birth to young dar à luz bear noun UK /beər/ US /beər/ A2 a large, strong wild animal with thick fur urso
I don’t think that chair will bear his weight.[anki:play:q:0]	bear verb UK /beər/ US /beər/ present participle bearing | past tense bore | past participle borne to accept someone or something bad suportar, aguentar, tolerar to support something aguentar, resistir formal to give birth to young dar à luz bear noun UK /beər/ US /beər/ A2 a large, strong wild animal with thick fur urso
She had borne six children by the time she was 30.[anki:play:q:0]	bear verb UK /beər/ US /beər/ present participle bearing | past tense bore | past participle borne to accept someone or something bad suportar, aguentar, tolerar to support something aguentar, resistir formal to give birth to young dar à luz bear noun UK /beər/ US /beər/ A2 a large, strong wild animal with thick fur urso
you will show me the timber.[anki:play:q:0]	timber noun [ no plural ] UK UK /ˈtɪm·bər/ US /ˈtɪm.bɚ/ (US lumber) wood that is used for building madeira
After the president fled the country, the palace was plundered by soldiers.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se noun UK /-ər/ US /-ɚ/ plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
Tragically, the graves were plundered and the contents scattered.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se noun UK /-ər/ US /-ɚ/ plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
Someone has been plundering funds from the company.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se noun UK /-ər/ US /-ɚ/ plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
The future of our planet is in danger if we continue to plunder its resources as we do.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se noun UK /-ər/ US /-ɚ/ plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
Residents in the villages under attack have been unable to protect their homes from plunder.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se noun UK /-ər/ US /-ɚ/ plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
The thieves hid their plunder in the woodshed.[anki:play:q:0]	plunder verb UK /ˈplʌn.dər/ US /-dɚ/ to steal goods violently from a place, especially during a war saquear, pôr a saque to steal or remove something precious from something, in a way that does not consider moral laws or is more severe than it need be apropriar-se plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ an occasion when goods are stolen from a place, especially violently or during a war, or these stolen goods saque, espólio a situation in which something is taken in a way that is not morally right or is too extreme saque
We need to put a stop to the plunder of the rain forest.[anki:play:q:0]	plunder noun [ no plural ] UK /ˈplʌn.dər/ US /-dɚ/ a situation in which something is taken in a way that is not morally right or is too extreme saque
Please empty out the contents of your pockets.[anki:play:q:0]	contents noun [ plural ] UK /ˈkɒn·tents/ US /ˈkɑn·tents/ B1 all of the things that are contained inside something conteúdo a list in a book that tells you what different parts the book contains índice
a table of contents[anki:play:q:0]	contents noun [ plural ] UK /ˈkɒn·tents/ US /ˈkɑn·tents/ B1 all of the things that are contained inside something conteúdo a list in a book that tells you what different parts the book contains índice
I'll check in the woodshed.[anki:play:q:0]	woodshed noun UK /ˈwʊd.ʃed/ US /ˈwʊd.ʃed/ a small building where wood for burning is stored depósito de lenha
You guys go whoring around [anki:play:q:0]	prostituição se prostituindo se prostituir às putas se prostitui vadiando vadiar
They tried to goad us into attacking the police.[anki:play:q:0]	goad verb UK /ɡəʊd/ US /ɡoʊd/ to make someone angry or annoyed so that they react in the way that you want instar, incitar, provocar
"I goaded him only to make him doubt.""[anki:play:q:0]"	goad verb UK /ɡəʊd/ US /ɡoʊd/ to make someone angry or annoyed so that they react in the way that you want instar, incitar, provocar
You piece of weasel shit![anki:play:q:0]	weasel noun UK /ˈwiː·zəl/ US /ˈwi·zəl/ a small animal with a long body that kills and eats other small animals doninha
You're spending $5 for lettuce and seeds.[anki:play:q:0]	lettuce noun UK /ˈlet·ɪs/ US /ˈlet̬·əs/ B1 a plant with green leaves that are eaten in salads alface
The airline has been criticized for failing to heed warnings about lack of safety routines.[anki:play:q:0]	heed verb formal UK /hiːd/ US to pay attention to something, especially advice or a warning prestar atenção a heed noun [ no plural ] formal UK /hiːd/ US attention atenção
The company took no heed of public opposition to the plans[anki:play:q:0]	heed noun [ no plural ] formal UK /hiːd/ US attention atenção
to avert a crisis[anki:play:q:0]	avert verb UK /əˈvɜːt/ US /-ˈvɝːt/ to prevent something bad from happening evitar Synonym avoid to turn away your eyes or thoughts desviar
I averted my eyes while he dressed.[anki:play:q:0]	avert verb UK /əˈvɜːt/ US /-ˈvɝːt/ to prevent something bad from happening evitar Synonym avoid to turn away your eyes or thoughts desviar
We tried to avert our thoughts from our massive financial problems.[anki:play:q:0]	avert verb UK /əˈvɜːt/ US /-ˈvɝːt/ to turn away your eyes or thoughts desviar
She nudged me towards the door.[anki:play:q:0]	nudge verb UK /nʌdʒ/ US /nʌdʒ/ present participle nudging | past tense and past participle nudged to gently push someone or something dar uma cutucada em nudge noun UK /nʌdʒ/ US /nʌdʒ/ cutucada
I gave him a nudge.[anki:play:q:0]	nudge noun UK /nʌdʒ/ US /nʌdʒ/ cutucada
This is the bread crumb to follow.[anki:play:q:0]	crumb noun UK /krʌm/ US /krʌm/ a very small piece of bread, cake, etc. migalha a crumb of something a very small amount of something um pouco de algo
He was livid because she'd yelled at him.[anki:play:q:0]	livid adjective UK /ˈlɪv·ɪd/ US /ˈlɪv·ɪd/ very angry furioso
I am perfectly willing to talk about transition periods.[anki:play:q:0]	willing adjective UK /ˈwɪl·ɪŋ/ US /ˈwɪl·ɪŋ/ be willing to do something B1 to be happy to do something estar disposto a fazer algo wanting to do something prestativo, solícito Opposite unwilling willingly adverb UK /ˈwɪl·ɪŋ·li/ US /ˈwɪl·ɪŋ·li/ com boa vontade, de bom grado
With this oath, our journey begins together.[anki:play:q:0]	oath noun UK /əʊθ/ US /oʊθ/ a formal promise juramento
"Leofric, you have sworn your oath.""[anki:play:q:0]"	swear verb UK /sweər/ US /sweər/ past tense swore | past participle sworn to use rude language about sex, the body, etc. xingar, praguejar, dizer palavrões to promise jurar
He was sent home because he swore at the teacher.[anki:play:q:0]	swear verb UK /sweər/ US /sweər/ past tense swore | past participle sworn to use rude language about sex, the body, etc. xingar, praguejar, dizer palavrões to promise jurar
I swear I won’t tell anyone.[anki:play:q:0]	swear verb UK /sweər/ US /sweər/ past tense swore | past participle sworn to promise jurar
